sija;hinta_sis_alv;hinta_alv0;urakkasumma_alv0;materiaalit_osto_alv0;materiaalit_alv0;laudoitus;raystas;homeenesto;maalinpoisto;pohjamaalaus;varinvaihto;maasto;korkeus;seinapinta_m2;maalit_l;tyo_h;kesto_pv
1228;7815,92;6227,82;2802,69;907,14;680,35;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;218,13;64,13;88,80;5,55
1229;7818,28;6229,70;2698,44;1047,84;785,88;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;85,50;5,34
1230;7818,28;6229,70;2698,44;1047,84;785,88;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;85,50;5,34
1231;7819,26;6230,49;2632,24;1136,81;852,60;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;83,40;5,21
1232;7820,18;6231,22;2864,72;827,49;620,62;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;187,59;56,59;90,76;5,67
1233;7821,45;6232,23;2636,58;1132,59;849,44;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;83,54;5,22
1234;7823,43;6233,81;2661,62;1100,63;825,47;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;89,10;84,33;5,27
1235;7825,19;6235,21;2749,14;985,20;738,90;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;87,10;5,44
1236;7825,55;6235,50;2678,99;1079,00;809,25;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;84,88;5,30
1237;7825,55;6235,50;2678,99;1079,00;809,25;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;84,88;5,30
1238;7826,62;6236,35;2888,29;800,69;600,52;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;56,59;91,51;5,72
1239;7827,99;6237,44;2783,27;941,71;706,28;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;88,18;5,51
1240;7829,77;6238,86;2622,30;1157,61;868,21;Lomalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;83,08;5,19
1241;7830,00;6239,05;2694,08;1062,08;796,56;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;174,50;83,22;85,36;5,33
1242;7833,98;6242,22;2643,94;1131,79;848,84;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;89,10;83,77;5,24
1243;7835,46;6243,39;2881,38;816,26;612,19;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;91,29;5,71
1244;7838,15;6245,54;2714,69;1040,45;780,34;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;80,91;86,01;5,38
1245;7838,15;6245,54;2714,69;1040,45;780,34;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;80,91;86,01;5,38
1246;7840,68;6247,55;2948,25;730,86;548,14;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;218,13;44,55;93,41;5,84
1247;7841,64;6248,32;2684,86;1082,73;812,05;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;85,06;5,32
1248;7841,64;6248,32;2684,86;1082,73;812,05;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;85,06;5,32
1249;7841,77;6248,42;2840,00;875,98;656,98;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;64,13;89,98;5,62
1250;7844,16;6250,33;2739,10;1012,22;759,17;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;86,78;5,42
1251;7846,20;6251,95;2771,92;969,94;727,45;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;73,08;87,82;5,49
1252;7848,22;6253,56;2703,90;1062,08;796,56;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;83,22;85,67;5,35
1253;7848,22;6253,56;2703,90;1062,08;796,56;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;83,22;85,67;5,35
1254;7854,27;6258,38;2760,05;991,57;743,67;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;75,39;87,45;5,47
1255;7855,31;6259,21;2795,53;945,01;708,76;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;73,08;88,57;5,54
1256;7860,75;6263,55;2920,63;782,12;586,59;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;174,50;52,21;92,53;5,78
1257;7861,29;6263,98;2676,77;1107,66;830,75;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;84,81;5,30
1258;7863,13;6265,44;2932,18;768,43;576,32;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;174,50;53,36;92,90;5,81
1259;7863,81;6265,98;2676,25;1110,16;832,62;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;86,79;84,79;5,30
1260;7865,41;6267,26;2790,93;958,41;718,80;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;88,43;5,53
1261;7865,79;6267,56;2861,38;864,74;648,56;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;62,98;90,66;5,67
1262;7866,22;6267,91;2695,65;1086,03;814,52;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;85,41;5,34
1263;7866,22;6267,91;2695,65;1086,03;814,52;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;85,41;5,34
1264;7867,41;6268,86;2767,14;991,57;743,67;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;174,50;75,39;87,67;5,48
1265;7867,41;6268,86;2767,14;991,57;743,67;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;174,50;75,39;87,67;5,48
1266;7870,74;6271,51;2750,97;1015,52;761,64;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;87,16;5,45
1267;7872,19;6272,66;2864,84;864,74;648,56;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;90,77;5,67
1268;7872,45;6272,87;2879,92;844,82;633,61;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;91,25;5,70
1269;7873,81;6273,95;2789,29;966,64;724,98;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;88,37;5,52
1270;7874,69;6274,65;2682,67;1109,43;832,07;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;187,59;87,92;85,00;5,31
1271;7874,80;6274,74;2857,82;875,98;656,98;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;90,54;5,66
1272;7875,85;6275,58;2843,45;895,90;671,93;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;90,09;5,63
1273;7877,58;6276,95;2895,69;827,49;620,62;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;187,59;56,59;91,74;5,73
1274;7877,74;6277,09;2741,17;1033,63;775,22;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;187,59;79,50;86,85;5,43
1275;7877,74;6277,09;2741,17;1033,63;775,22;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;187,59;79,50;86,85;5,43
1276;7882,36;6280,77;2763,77;1006,83;755,13;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;87,56;5,47
1277;7883,39;6281,59;2927,35;789,46;592,09;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;92,75;5,80
1278;7884,04;6282,11;2686,58;1110,96;833,22;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;88,74;85,12;5,32
1279;7889,53;6286,48;2908,52;819,00;614,25;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;218,13;54,34;92,15;5,76
1280;7890,50;6287,25;2898,10;833,58;625,19;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;218,13;62,98;91,82;5,74
1281;7892,34;6288,71;2672,30;1135,98;851,98;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;84,67;5,29
1282;7895,45;6291,20;2748,10;1037,15;777,86;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;83,22;87,07;5,44
1283;7895,45;6291,20;2748,10;1037,15;777,86;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;83,22;87,07;5,44
1284;7896,54;6292,07;2693,93;1110,16;832,62;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;86,79;85,35;5,33
1285;7902,86;6297,10;2654,62;1167,14;875,35;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;84,11;5,26
1286;7904,97;6298,78;2918,92;816,26;612,19;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;187,59;55,44;92,48;5,78
1287;7907,87;6301,09;2720,70;1082,63;811,98;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;86,20;5,39
1288;7907,87;6301,09;2720,70;1082,63;811,98;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;86,20;5,39
1289;7908,26;6301,40;2664,06;1158,44;868,83;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;84,41;5,28
1290;7909,66;6302,52;2808,67;966,64;724,98;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;75,39;88,99;5,56
1291;7909,99;6302,78;2938,81;793,36;595,02;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;174,50;53,36;93,11;5,82
1292;7913,42;6305,51;2739,85;1061,10;795,83;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;86,81;5,43
1293;7913,42;6305,51;2739,85;1061,10;795,83;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;86,81;5,43
1294;7915,75;6307,37;2761,29;1034,21;775,65;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;87,49;5,47
1295;7917,69;6308,92;2932,17;807,76;605,82;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;218,13;53,19;92,90;5,81
1296;7919,98;6310,74;2758,89;1040,45;780,34;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;80,91;87,41;5,46
1297;7919,98;6310,74;2758,89;1040,45;780,34;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;80,91;87,41;5,46
1298;7920,01;6310,77;2804,22;980,04;735,03;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;88,85;5,55
1299;7920,73;6311,34;2867,71;895,90;671,93;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;218,13;62,98;90,86;5,68
1300;7920,73;6311,34;2867,71;895,90;671,93;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;218,13;62,98;90,86;5,68
1301;7926,09;6315,61;2799,60;990,59;742,94;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;88,70;5,54
1302;7926,59;6316,01;2783,80;1012,00;759,00;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;88,20;5,51
1303;7927,59;6316,80;2717,88;1100,63;825,47;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;89,10;86,11;5,38
1304;7928,95;6317,89;2980,32;751,69;563,77;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;187,59;48,17;94,43;5,90
1305;7932,90;6321,04;2697,50;1131,64;848,73;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;85,47;5,34
1306;7936,17;6323,64;2820,54;969,94;727,45;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;73,08;89,36;5,59
1307;7936,51;6323,91;2716,10;1109,43;832,07;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;187,59;87,92;86,05;5,38
1308;7937,13;6324,41;2732,66;1087,80;815,85;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;187,59;85,61;86,58;5,41
1309;7937,14;6324,41;2809,62;985,20;738,90;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;89,02;5,56
1310;7938,68;6325,64;2757,48;1055,84;791,88;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;87,37;5,46
1311;7938,68;6325,64;2757,48;1055,84;791,88;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;87,37;5,46
1312;7940,09;6326,77;2740,87;1079,00;809,25;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;86,84;5,43
1313;7940,09;6326,77;2740,87;1079,00;809,25;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;86,84;5,43
1314;7941,64;6328,00;2718,45;1110,01;832,51;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;86,13;5,38
1315;7941,64;6328,00;2718,45;1110,01;832,51;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;86,13;5,38
1316;7944,52;6330,30;2721,77;1107,66;830,75;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;86,23;5,39
1317;7945,73;6331,26;2777,95;1033,63;775,22;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;187,59;79,50;88,01;5,50
1318;7945,73;6331,26;2777,95;1033,63;775,22;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;187,59;79,50;88,01;5,50
1319;7946,01;6331,48;2680,62;1163,60;872,70;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;84,93;5,31
1320;7948,68;6333,61;2738,92;1087,80;815,85;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;85,61;86,78;5,42
1321;7948,68;6333,61;2738,92;1087,80;815,85;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;85,61;86,78;5,42
1322;7949,41;6334,19;2796,17;1012,00;759,00;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;187,59;77,19;88,59;5,54
1323;7949,41;6334,19;2796,17;1012,00;759,00;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;187,59;77,19;88,59;5,54
1324;7955,41;6338,97;2975,97;776,60;582,45;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;53,19;94,29;5,89
1325;7957,74;6340,82;2745,16;1086,03;814,52;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;86,98;5,44
1326;7957,74;6340,82;2745,16;1086,03;814,52;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;86,98;5,44
1327;7959,33;6342,09;2851,79;945,01;708,76;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;73,08;90,35;5,65
1328;7961,99;6344,21;2947,74;819,00;614,25;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;54,34;93,39;5,84
1329;7963,72;6345,60;2972,05;787,84;590,88;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;54,34;94,16;5,89
1330;7964,16;6345,94;2824,26;985,20;738,90;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;89,48;5,59
1331;7970,61;6351,09;2714,06;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;85,99;5,37
1332;7971,37;6351,69;2805,43;1015,52;761,64;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;88,88;5,56
1333;7979,44;6358,12;2775,70;1061,00;795,75;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;85,61;87,94;5,50
1334;7979,44;6358,12;2775,70;1061,00;795,75;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;85,61;87,94;5,50
1335;7979,53;6358,19;2865,22;941,71;706,28;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;75,39;90,78;5,67
1336;7986,78;6363,97;2954,82;827,49;620,62;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;56,59;93,62;5,85
1337;7986,85;6364,02;2797,61;1037,15;777,86;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;83,22;88,64;5,54
1338;7986,85;6364,02;2797,61;1037,15;777,86;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;83,22;88,64;5,54
1339;7987,89;6364,85;2726,59;1132,59;849,44;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;86,39;5,40
1340;7990,46;6366,90;2822,31;1006,83;755,13;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;89,42;5,59
1341;7993,84;6369,59;2793,39;1047,84;785,88;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;86,79;88,50;5,53
1342;7997,53;6372,53;2712,44;1158,44;868,83;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;85,94;5,37
1343;7997,89;6372,82;2932,91;864,74;648,56;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;92,92;5,81
1344;8000,86;6375,19;2823,91;1012,22;759,17;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;83,22;89,47;5,59
1345;8004,63;6378,19;2928,14;875,98;656,98;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;92,77;5,80
1346;8004,89;6378,40;2857,81;969,94;727,45;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;73,08;90,54;5,66
1347;8006,05;6379,32;2773,92;1082,63;811,98;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;87,89;5,49
1348;8006,05;6379,32;2773,92;1082,63;811,98;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;87,89;5,49
1349;8006,19;6379,43;2993,88;789,46;592,09;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;94,86;5,93
1350;8006,66;6379,81;2710,87;1167,14;875,35;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;85,89;5,37
1351;8007,06;6380,13;2929,46;875,98;656,98;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;64,13;92,81;5,80
1352;8008,93;6381,62;2878,71;945,01;708,76;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;91,21;5,70
1353;8010,12;6382,56;2863,13;966,64;724,98;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;75,39;90,71;5,67
1354;8010,70;6383,02;2908,07;907,14;680,35;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;64,13;92,14;5,76
